McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI
0.5759351711371566,,,,0.10532933083277825,,0.17465470761459967,0.11431981045325064,,0.17553199012254475,1.0,0.8901171587507379,0.6949467706656948,0.41553212451124527,0.9957124486079135,0.896763173439155,0.6995676950565117,0.403365322234029,0.4093715848038354,0.33612039654184656,0.38696290246556364,0.40970471109779105,0.4324728439494465,0.33612039654184833,0.38696290246556386,-0.006119974260534128
0.5715800358659917,,,,0.07931979072688106,,0.5888048551562308,0.5225091136912168,,0.5893362665499023,0.8901171587507379,1.0,0.6638917360004951,0.33910451652538043,0.8770427885313637,0.9972462903774051,0.658239133996918,0.36911377624797104,0.43293286378409906,0.31183779701073466,0.35521379237259526,0.3917088760928222,0.41623944276916786,0.31183779701073616,0.35521379237259615,-0.022742268071796273
0.7969574833163254,,,,0.3624215891267436,,0.12822643610544898,0.011992733516503946,,0.12865081738880071,0.6949467706656948,0.6638917360004951,1.0,0.035474396022280356,0.688890531531971,0.6648254055083915,0.9957598181416591,0.6614759213840289,0.7165399141193035,0.6012535611634786,0.6438667760340727,0.6787191041192407,0.7090593784002633,0.601253561163479,0.6438667760340715,-0.17239528776653454
0.0561858474701856,,,,-0.23840774165761966,,0.09630721963135398,0.11380555669865096,,0.09475276593621296,0.41553212451124527,0.33910451652538043,0.035474396022280356,1.0,0.4131096698683258,0.3391679449996449,0.03848188327398715,0.1656750781961176,0.16032799793876942,0.15365560017788943,0.1749902949324755,0.180926062249157,0.1635496642163076,0.1536556001778897,0.17499029493247048,0.14900089575830372
0.5605878476643316,,,,0.10376345161305528,,0.15336936462262912,0.09411784245665897,,0.15515929443211893,0.9957124486079135,0.8770427885313637,0.688890531531971,0.4131096698683258,1.0,0.8904518468917092,0.7016740846528453,0.4088899160576568,0.40303737001352014,0.3340187372660196,0.39085532907022297,0.4121298586049716,0.43592771887629267,0.33401873726602116,0.390855329070224,-0.033689373518262025
0.5646303580845516,,,,0.07885053086033202,,0.5713637973139336,0.5056050105487209,,0.572655270903537,0.896763173439155,0.9972462903774051,0.6648254055083915,0.3391679449996449,0.8904518468917092,1.0,0.6657942097318688,0.37636307318780576,0.4307856467474864,0.3125466751557064,0.3610543064052566,0.39648334195757956,0.42198709816237,0.31254667515570767,0.3610543064052585,-0.04444124451615265
0.7876870198891871,,,,0.36258066089753965,,0.10918249999890574,-0.005197171527784209,,0.11054264278866192,0.6995676950565117,0.658239133996918,0.9957598181416591,0.03848188327398715,0.7016740846528453,0.6657942097318688,1.0,0.6655747815570104,0.7127956296032624,0.5987994907779566,0.646359430566354,0.6805687236054184,0.7123505153602588,0.5987994907779571,0.6463594305663535,-0.19617782943058118
0.4670637780543322,,,,0.09877813132950788,,0.06792302457477298,0.006696408421563875,,0.06754424351423294,0.403365322234029,0.36911377624797104,0.6614759213840289,0.1656750781961176,0.4088899160576568,0.37636307318780576,0.6655747815570104,1.0,0.8336294073605358,0.9112702141221726,0.9950245651420939,0.9825469804133008,0.9758015411245812,0.9112702141221725,0.9950245651420923,-0.25474256832407144
0.5677714326989358,,,,0.23985689318818854,,0.18484886166926648,0.09721990588615419,,0.18492437876062892,0.4093715848038354,0.43293286378409906,0.7165399141193035,0.16032799793876942,0.40303737001352014,0.4307856467474864,0.7127956296032624,0.8336294073605358,1.0,0.839666831825727,0.8448135469705327,0.9047751373506164,0.916089397145959,0.8396668318257273,0.8448135469705331,-0.28599050329991943
0.44070903902816055,,,,0.09937074732121969,,0.048964268824601025,-0.00962089738606508,,0.04810016877975825,0.33612039654184656,0.31183779701073466,0.6012535611634786,0.15365560017788943,0.3340187372660196,0.3125466751557064,0.5987994907779566,0.9112702141221726,0.839666831825727,1.0,0.9356243522125748,0.9249635473617805,0.8933822136641962,0.9999999999999996,0.9356243522125771,-0.23759024640732407
0.4391079161527667,,,,0.08474317759201738,,0.06879697089864231,0.009001804354629862,,0.06832601640054856,0.38696290246556364,0.35521379237259526,0.6438667760340727,0.1749902949324755,0.39085532907022297,0.3610543064052566,0.646359430566354,0.9950245651420939,0.8448135469705327,0.9356243522125748,1.0,0.9889065340802271,0.9716150135110245,0.9356243522125753,1.0000000000000004,-0.2620475568400006
0.4818829995003126,,,,0.11904593326550308,,0.10586988777769057,0.03687837525287637,,0.10563789613691962,0.40970471109779105,0.3917088760928222,0.6787191041192407,0.180926062249157,0.4121298586049716,0.39648334195757956,0.6805687236054184,0.9825469804133008,0.9047751373506164,0.9249635473617805,0.9889065340802271,1.0,0.9911042397084688,0.9249635473617811,0.9889065340802273,-0.2952285855424464
0.5414808878367042,,,,0.15421642608439529,,0.11351599482574751,0.03912206544210718,,0.11343808865755806,0.4324728439494465,0.41623944276916786,0.7090593784002633,0.1635496642163076,0.43592771887629267,0.42198709816237,0.7123505153602588,0.9758015411245812,0.916089397145959,0.8933822136641962,0.9716150135110245,0.9911042397084688,1.0,0.8933822136641967,0.971615013511024,-0.30255551644169115
0.4407090390281601,,,,0.09937074732121785,,0.04896426882460173,-0.009620897386064375,,0.048100168779758964,0.33612039654184833,0.31183779701073616,0.601253561163479,0.1536556001778897,0.33401873726602116,0.31254667515570767,0.5987994907779571,0.9112702141221725,0.8396668318257273,0.9999999999999996,0.9356243522125753,0.9249635473617811,0.8933822136641967,1.0,0.9356243522125772,-0.23759024640732238
0.4391079161527621,,,,0.08474317759201146,,0.06879697089864398,0.009001804354630865,,0.06832601640055046,0.38696290246556386,0.35521379237259615,0.6438667760340715,0.17499029493247048,0.390855329070224,0.3610543064052585,0.6463594305663535,0.9950245651420923,0.8448135469705331,0.9356243522125771,1.0000000000000004,0.9889065340802273,0.971615013511024,0.9356243522125772,1.0,-0.26204755684000935
-0.11975982987858422,,,,-0.2158036584443746,,-0.022310774270761793,0.0052080554966118355,,-0.02572686446412347,-0.006119974260534128,-0.022742268071796273,-0.17239528776653454,0.14900089575830372,-0.033689373518262025,-0.04444124451615265,-0.19617782943058118,-0.25474256832407144,-0.28599050329991943,-0.23759024640732407,-0.2620475568400006,-0.2952285855424464,-0.30255551644169115,-0.23759024640732238,-0.26204755684000935,1.0
